구분,질문,답변
전월세가,강동구 강일동에 있는 2009년에 지어진 강일리버파크3단지 아파트은/는 12층 39.9m²(임대면적) 기준으로 보증금 2938만원 임대료는 23만원에 월세로 거래되었습니다.,강동구 강일동에 있는 2009년에 지어진 강일리버파크3단지 아파트은/는 12층 39.9m²(임대면적) 기준으로 보증금 2938만원 임대료는 23만원에 월세로 거래되었습니다.
전월세가,구로구 천왕동에 있는 2017년에 지어진 천왕이펜하우스7단지 아파트은/는 7층 29.96m²(임대면적) 기준으로 보증금 4159만원 임대료는 5만원에 월세로 거래되었습니다.,구로구 천왕동에 있는 2017년에 지어진 천왕이펜하우스7단지 아파트은/는 7층 29.96m²(임대면적) 기준으로 보증금 4159만원 임대료는 5만원에 월세로 거래되었습니다.
전월세가,서대문구 홍은동에 있는 1992년에 지어진 (8-694) 연립다세대은/는 1층 32.43m²(임대면적) 기준으로 보증금 6000만원 임대료는 0만원에 전세로 거래되었습니다.,서대문구 홍은동에 있는 1992년에 지어진 (8-694) 연립다세대은/는 1층 32.43m²(임대면적) 기준으로 보증금 6000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스4단지 아파트은/는 6층 59.95m²(임대면적) 기준으로 보증금 14246만원 임대료는 0만원에 전세로 거래되었습니다.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스4단지 아파트은/는 6층 59.95m²(임대면적) 기준으로 보증금 14246만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,마포구 아현동에 있는 2015년에 지어진 공덕자이 아파트은/는 18층 59.99m²(임대면적) 기준으로 보증금 65000만원 임대료는 0만원에 전세로 거래되었습니다.,마포구 아현동에 있는 2015년에 지어진 공덕자이 아파트은/는 18층 59.99m²(임대면적) 기준으로 보증금 65000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,금천구 시흥동에 있는 1988년에 지어진 중앙하이츠빌라 연립다세대은/는 2층 49.84m²(임대면적) 기준으로 보증금 15000만원 임대료는 0만원에 전세로 거래되었습니다.,금천구 시흥동에 있는 1988년에 지어진 중앙하이츠빌라 연립다세대은/는 2층 49.84m²(임대면적) 기준으로 보증금 15000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 자양동에 있는 2017년에 지어진 Y-PARK(와이파크) 연립다세대은/는 5층 37.44m²(임대면적) 기준으로 보증금 30000만원 임대료는 0만원에 전세로 거래되었습니다.,광진구 자양동에 있는 2017년에 지어진 Y-PARK(와이파크) 연립다세대은/는 5층 37.44m²(임대면적) 기준으로 보증금 30000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,송파구 신천동에 있는 1979년에 지어진 장미1 아파트은/는 3층 155.22m²(임대면적) 기준으로 보증금 79800만원 임대료는 0만원에 전세로 거래되었습니다.,송파구 신천동에 있는 1979년에 지어진 장미1 아파트은/는 3층 155.22m²(임대면적) 기준으로 보증금 79800만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,중구 광희동1가에 있는 2023년에 지어진 광희동1가166외7필지청년주택신축 아파트은/는 20층 15.51m²(임대면적) 기준으로 보증금 8510만원 임대료는 41만원에 월세로 거래되었습니다.,중구 광희동1가에 있는 2023년에 지어진 광희동1가166외7필지청년주택신축 아파트은/는 20층 15.51m²(임대면적) 기준으로 보증금 8510만원 임대료는 41만원에 월세로 거래되었습니다.
전월세가,구로구 고척동에 있는 2016년에 지어진 엘림하우스 연립다세대은/는 4층 56.14m²(임대면적) 기준으로 보증금 4358만원 임대료는 10만원에 월세로 거래되었습니다.,구로구 고척동에 있는 2016년에 지어진 엘림하우스 연립다세대은/는 4층 56.14m²(임대면적) 기준으로 보증금 4358만원 임대료는 10만원에 월세로 거래되었습니다.
전월세가,금천구 가산동에 있는 2020년에 지어진 가산센트럴 푸르지오시티 오피스텔은/는 17층 17.69m²(임대면적) 기준으로 보증금 12800만원 임대료는 0만원에 전세로 거래되었습니다.,금천구 가산동에 있는 2020년에 지어진 가산센트럴 푸르지오시티 오피스텔은/는 17층 17.69m²(임대면적) 기준으로 보증금 12800만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,강남구 대치동에 있는 1979년에 지어진 은마 아파트은/는 7층 84.43m²(임대면적) 기준으로 보증금 35000만원 임대료는 135만원에 월세로 거래되었습니다.,강남구 대치동에 있는 1979년에 지어진 은마 아파트은/는 7층 84.43m²(임대면적) 기준으로 보증금 35000만원 임대료는 135만원에 월세로 거래되었습니다.
전월세가,성동구 하왕십리동에 있는 2022년에 지어진 (890-84) 연립다세대은/는 5층 36.94m²(임대면적) 기준으로 보증금 10000만원 임대료는 132만원에 월세로 거래되었습니다.,성동구 하왕십리동에 있는 2022년에 지어진 (890-84) 연립다세대은/는 5층 36.94m²(임대면적) 기준으로 보증금 10000만원 임대료는 132만원에 월세로 거래되었습니다.
전월세가,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스4단지 아파트은/는 4층 49.58m²(임대면적) 기준으로 보증금 10116만원 임대료는 0만원에 전세로 거래되었습니다.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스4단지 아파트은/는 4층 49.58m²(임대면적) 기준으로 보증금 10116만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,은평구 녹번동에 있는 2014년에 지어진 경인에버빌(141-105) 연립다세대은/는 2층 51.22m²(임대면적) 기준으로 보증금 20500만원 임대료는 0만원에 전세로 거래되었습니다.,은평구 녹번동에 있는 2014년에 지어진 경인에버빌(141-105) 연립다세대은/는 2층 51.22m²(임대면적) 기준으로 보증금 20500만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,성동구 옥수동에 있는 1990년에 지어진 현대 아파트은/는 7층 63.13m²(임대면적) 기준으로 보증금 20000만원 임대료는 80만원에 월세로 거래되었습니다.,성동구 옥수동에 있는 1990년에 지어진 현대 아파트은/는 7층 63.13m²(임대면적) 기준으로 보증금 20000만원 임대료는 80만원에 월세로 거래되었습니다.
전월세가,강동구 고덕동에 있는 2019년에 지어진 고덕그라시움 아파트은/는 18층 59.03m²(임대면적) 기준으로 보증금 46300만원 임대료는 0만원에 전세로 거래되었습니다.,강동구 고덕동에 있는 2019년에 지어진 고덕그라시움 아파트은/는 18층 59.03m²(임대면적) 기준으로 보증금 46300만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 광장동에 있는 1987년에 지어진 워커힐푸르지오 아파트은/는 6층 65.63m²(임대면적) 기준으로 보증금 54000만원 임대료는 20만원에 월세로 거래되었습니다.,광진구 광장동에 있는 1987년에 지어진 워커힐푸르지오 아파트은/는 6층 65.63m²(임대면적) 기준으로 보증금 54000만원 임대료는 20만원에 월세로 거래되었습니다.
전월세가,송파구 송파동에 있는 2018년에 지어진 (139-12) 연립다세대은/는 4층 43.64m²(임대면적) 기준으로 보증금 507만원 임대료는 59만원에 월세로 거래되었습니다.,송파구 송파동에 있는 2018년에 지어진 (139-12) 연립다세대은/는 4층 43.64m²(임대면적) 기준으로 보증금 507만원 임대료는 59만원에 월세로 거래되었습니다.
전월세가,강서구 마곡동에 있는 2017년에 지어진 힐스테이트에코 마곡나루역 라마다앙코르 서울마곡 오피스텔은/는 9층 21.5m²(임대면적) 기준으로 보증금 1000만원 임대료는 75만원에 월세로 거래되었습니다.,강서구 마곡동에 있는 2017년에 지어진 힐스테이트에코 마곡나루역 라마다앙코르 서울마곡 오피스텔은/는 9층 21.5m²(임대면적) 기준으로 보증금 1000만원 임대료는 75만원에 월세로 거래되었습니다.
전월세가,금천구 시흥동에 있는 2004년에 지어진 관악산벽산타운5 아파트은/는 17층 59.34m²(임대면적) 기준으로 보증금 31700만원 임대료는 0만원에 전세로 거래되었습니다.,금천구 시흥동에 있는 2004년에 지어진 관악산벽산타운5 아파트은/는 17층 59.34m²(임대면적) 기준으로 보증금 31700만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,마포구 신수동에 있는 1996년에 지어진 현대 아파트은/는 1층 84.85m²(임대면적) 기준으로 보증금 50000만원 임대료는 0만원에 전세로 거래되었습니다.,마포구 신수동에 있는 1996년에 지어진 현대 아파트은/는 1층 84.85m²(임대면적) 기준으로 보증금 50000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 자양동에 있는 2016년에 지어진 경성아트빌 연립다세대은/는 4층 29.04m²(임대면적) 기준으로 보증금 2000만원 임대료는 85만원에 월세로 거래되었습니다.,광진구 자양동에 있는 2016년에 지어진 경성아트빌 연립다세대은/는 4층 29.04m²(임대면적) 기준으로 보증금 2000만원 임대료는 85만원에 월세로 거래되었습니다.
전월세가,동작구 신대방동에 있는 2007년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 500만원 임대료는 50만원에 월세로 거래되었습니다.,동작구 신대방동에 있는 2007년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 500만원 임대료는 50만원에 월세로 거래되었습니다.
전월세가,광진구 화양동에 있는 2012년에 지어진 IRIS 연립다세대은/는 5층 19.52m²(임대면적) 기준으로 보증금 13200만원 임대료는 0만원에 전세로 거래되었습니다.,광진구 화양동에 있는 2012년에 지어진 IRIS 연립다세대은/는 5층 19.52m²(임대면적) 기준으로 보증금 13200만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,관악구 봉천동에 있는 년에 지어진  단독다가구은/는 0층 17.0m²(임대면적) 기준으로 보증금 9000만원 임대료는 0만원에 전세로 거래되었습니다.,관악구 봉천동에 있는 년에 지어진  단독다가구은/는 0층 17.0m²(임대면적) 기준으로 보증금 9000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,강남구 세곡동에 있는 2013년에 지어진 강남엘에이치1단지 아파트은/는 3층 59.99m²(임대면적) 기준으로 보증금 60000만원 임대료는 0만원에 전세로 거래되었습니다.,강남구 세곡동에 있는 2013년에 지어진 강남엘에이치1단지 아파트은/는 3층 59.99m²(임대면적) 기준으로 보증금 60000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,관악구 봉천동에 있는 1992년에 지어진 현대(관악) 아파트은/는 1층 84.74m²(임대면적) 기준으로 보증금 40000만원 임대료는 0만원에 전세로 거래되었습니다.,관악구 봉천동에 있는 1992년에 지어진 현대(관악) 아파트은/는 1층 84.74m²(임대면적) 기준으로 보증금 40000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 자양동에 있는 2014년에 지어진 경성홈타운 연립다세대은/는 5층 31.01m²(임대면적) 기준으로 보증금 23000만원 임대료는 0만원에 전세로 거래되었습니다.,광진구 자양동에 있는 2014년에 지어진 경성홈타운 연립다세대은/는 5층 31.01m²(임대면적) 기준으로 보증금 23000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,강남구 대치동에 있는 1979년에 지어진 은마 아파트은/는 9층 76.79m²(임대면적) 기준으로 보증금 20000만원 임대료는 200만원에 월세로 거래되었습니다.,강남구 대치동에 있는 1979년에 지어진 은마 아파트은/는 9층 76.79m²(임대면적) 기준으로 보증금 20000만원 임대료는 200만원에 월세로 거래되었습니다.
전월세가,양천구 신월동에 있는 2011년에 지어진 그린빌리지 연립다세대은/는 5층 35.45m²(임대면적) 기준으로 보증금 12600만원 임대료는 0만원에 전세로 거래되었습니다.,양천구 신월동에 있는 2011년에 지어진 그린빌리지 연립다세대은/는 5층 35.45m²(임대면적) 기준으로 보증금 12600만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,관악구 봉천동에 있는 1992년에 지어진 현대(관악) 아파트은/는 7층 105.84m²(임대면적) 기준으로 보증금 55000만원 임대료는 0만원에 전세로 거래되었습니다.,관악구 봉천동에 있는 1992년에 지어진 현대(관악) 아파트은/는 7층 105.84m²(임대면적) 기준으로 보증금 55000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 구의동에 있는 1992년에 지어진 구의강변우성아파트 아파트은/는 5층 84.76m²(임대면적) 기준으로 보증금 10000만원 임대료는 146만원에 월세로 거래되었습니다.,광진구 구의동에 있는 1992년에 지어진 구의강변우성아파트 아파트은/는 5층 84.76m²(임대면적) 기준으로 보증금 10000만원 임대료는 146만원에 월세로 거래되었습니다.
전월세가,관악구 신림동에 있는 2023년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 1000만원 임대료는 47만원에 월세로 거래되었습니다.,관악구 신림동에 있는 2023년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 1000만원 임대료는 47만원에 월세로 거래되었습니다.
전월세가,동작구 대방동에 있는 2016년에 지어진 노블하우스 연립다세대은/는 2층 42.25m²(임대면적) 기준으로 보증금 34000만원 임대료는 0만원에 전세로 거래되었습니다.,동작구 대방동에 있는 2016년에 지어진 노블하우스 연립다세대은/는 2층 42.25m²(임대면적) 기준으로 보증금 34000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,마포구 합정동에 있는 2022년에 지어진 아스테리온 연립다세대은/는 3층 27.69m²(임대면적) 기준으로 보증금 33300만원 임대료는 0만원에 전세로 거래되었습니다.,마포구 합정동에 있는 2022년에 지어진 아스테리온 연립다세대은/는 3층 27.69m²(임대면적) 기준으로 보증금 33300만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,송파구 거여동에 있는 1997년에 지어진 거여6단지 아파트은/는 13층 39.15m²(임대면적) 기준으로 보증금 3691만원 임대료는 0만원에 전세로 거래되었습니다.,송파구 거여동에 있는 1997년에 지어진 거여6단지 아파트은/는 13층 39.15m²(임대면적) 기준으로 보증금 3691만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,동대문구 장안동에 있는 2022년에 지어진 장안엘리시아 연립다세대은/는 9층 21.32m²(임대면적) 기준으로 보증금 19600만원 임대료는 0만원에 전세로 거래되었습니다.,동대문구 장안동에 있는 2022년에 지어진 장안엘리시아 연립다세대은/는 9층 21.32m²(임대면적) 기준으로 보증금 19600만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,서대문구 홍제동에 있는 1999년에 지어진 남양 아파트은/는 21층 84.71m²(임대면적) 기준으로 보증금 30000만원 임대료는 50만원에 월세로 거래되었습니다.,서대문구 홍제동에 있는 1999년에 지어진 남양 아파트은/는 21층 84.71m²(임대면적) 기준으로 보증금 30000만원 임대료는 50만원에 월세로 거래되었습니다.
전월세가,도봉구 창동에 있는 2010년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 500만원 임대료는 48만원에 월세로 거래되었습니다.,도봉구 창동에 있는 2010년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 500만원 임대료는 48만원에 월세로 거래되었습니다.
전월세가,동작구 상도1동에 있는 2012년에 지어진 J+CRESIDENCE 연립다세대은/는 4층 13.26m²(임대면적) 기준으로 보증금 3000만원 임대료는 42만원에 월세로 거래되었습니다.,동작구 상도1동에 있는 2012년에 지어진 J+CRESIDENCE 연립다세대은/는 4층 13.26m²(임대면적) 기준으로 보증금 3000만원 임대료는 42만원에 월세로 거래되었습니다.
전월세가,노원구 중계동에 있는 1993년에 지어진 현대1(4차) 아파트은/는 5층 84.99m²(임대면적) 기준으로 보증금 45000만원 임대료는 0만원에 전세로 거래되었습니다.,노원구 중계동에 있는 1993년에 지어진 현대1(4차) 아파트은/는 5층 84.99m²(임대면적) 기준으로 보증금 45000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 화양동에 있는 2017년에 지어진 광진캠퍼스시티 오피스텔은/는 5층 16.08m²(임대면적) 기준으로 보증금 14000만원 임대료는 0만원에 전세로 거래되었습니다.,광진구 화양동에 있는 2017년에 지어진 광진캠퍼스시티 오피스텔은/는 5층 16.08m²(임대면적) 기준으로 보증금 14000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 중곡동에 있는 2017년에 지어진 아스하임 연립다세대은/는 5층 22.43m²(임대면적) 기준으로 보증금 22000만원 임대료는 0만원에 전세로 거래되었습니다.,광진구 중곡동에 있는 2017년에 지어진 아스하임 연립다세대은/는 5층 22.43m²(임대면적) 기준으로 보증금 22000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,은평구 수색동에 있는 2021년에 지어진 DMCSKVIEW 아파트은/는 10층 59.99m²(임대면적) 기준으로 보증금 60000만원 임대료는 0만원에 전세로 거래되었습니다.,은평구 수색동에 있는 2021년에 지어진 DMCSKVIEW 아파트은/는 10층 59.99m²(임대면적) 기준으로 보증금 60000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,강서구 염창동에 있는 2005년에 지어진 염창2차보람 아파트은/는 15층 84.97m²(임대면적) 기준으로 보증금 50000만원 임대료는 0만원에 전세로 거래되었습니다.,강서구 염창동에 있는 2005년에 지어진 염창2차보람 아파트은/는 15층 84.97m²(임대면적) 기준으로 보증금 50000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,용산구 이태원동에 있는 2023년에 지어진 THE-Y198 연립다세대은/는 1층 26.95m²(임대면적) 기준으로 보증금 26000만원 임대료는 0만원에 전세로 거래되었습니다.,용산구 이태원동에 있는 2023년에 지어진 THE-Y198 연립다세대은/는 1층 26.95m²(임대면적) 기준으로 보증금 26000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,송파구 거여동에 있는 1992년에 지어진 현대1차 아파트은/는 13층 84.89m²(임대면적) 기준으로 보증금 50000만원 임대료는 0만원에 전세로 거래되었습니다.,송파구 거여동에 있는 1992년에 지어진 현대1차 아파트은/는 13층 84.89m²(임대면적) 기준으로 보증금 50000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,강동구 고덕동에 있는 2019년에 지어진 고덕그라시움 아파트은/는 11층 84.05m²(임대면적) 기준으로 보증금 85000만원 임대료는 0만원에 전세로 거래되었습니다.,강동구 고덕동에 있는 2019년에 지어진 고덕그라시움 아파트은/는 11층 84.05m²(임대면적) 기준으로 보증금 85000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,강동구 둔촌동에 있는 1984년에 지어진 프라자 아파트은/는 11층 83.4m²(임대면적) 기준으로 보증금 50000만원 임대료는 0만원에 전세로 거래되었습니다.,강동구 둔촌동에 있는 1984년에 지어진 프라자 아파트은/는 11층 83.4m²(임대면적) 기준으로 보증금 50000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,영등포구 당산동에 있는 2011년에 지어진 노들리안 오피스텔1 오피스텔은/는 11층 29.31m²(임대면적) 기준으로 보증금 8000만원 임대료는 35만원에 월세로 거래되었습니다.,영등포구 당산동에 있는 2011년에 지어진 노들리안 오피스텔1 오피스텔은/는 11층 29.31m²(임대면적) 기준으로 보증금 8000만원 임대료는 35만원에 월세로 거래되었습니다.
전월세가,"강남구 압구정동에 있는 1976년에 지어진 현대1차(12,13,21,22,31,32,33동) 아파트은/는 4층 161.18m²(임대면적) 기준으로 보증금 120000만원 임대료는 0만원에 전세로 거래되었습니다.","강남구 압구정동에 있는 1976년에 지어진 현대1차(12,13,21,22,31,32,33동) 아파트은/는 4층 161.18m²(임대면적) 기준으로 보증금 120000만원 임대료는 0만원에 전세로 거래되었습니다."
전월세가,중랑구 신내동에 있는 1996년에 지어진 건영2차 아파트은/는 23층 57.3m²(임대면적) 기준으로 보증금 27300만원 임대료는 10만원에 월세로 거래되었습니다.,중랑구 신내동에 있는 1996년에 지어진 건영2차 아파트은/는 23층 57.3m²(임대면적) 기준으로 보증금 27300만원 임대료는 10만원에 월세로 거래되었습니다.
전월세가,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스4단지 아파트은/는 12층 49.58m²(임대면적) 기준으로 보증금 10116만원 임대료는 0만원에 전세로 거래되었습니다.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스4단지 아파트은/는 12층 49.58m²(임대면적) 기준으로 보증금 10116만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,서대문구 남가좌동에 있는 1999년에 지어진 남가좌동현대(임대) 아파트은/는 17층 32.76m²(임대면적) 기준으로 보증금 1333만원 임대료는 17만원에 월세로 거래되었습니다.,서대문구 남가좌동에 있는 1999년에 지어진 남가좌동현대(임대) 아파트은/는 17층 32.76m²(임대면적) 기준으로 보증금 1333만원 임대료는 17만원에 월세로 거래되었습니다.
전월세가,송파구 풍납동에 있는 2019년에 지어진 잠실올림픽공원아이파크 아파트은/는 10층 84.99m²(임대면적) 기준으로 보증금 95000만원 임대료는 0만원에 전세로 거래되었습니다.,송파구 풍납동에 있는 2019년에 지어진 잠실올림픽공원아이파크 아파트은/는 10층 84.99m²(임대면적) 기준으로 보증금 95000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,서초구 우면동에 있는 2011년에 지어진 네이처힐가든 연립다세대은/는 5층 59.79m²(임대면적) 기준으로 보증금 3337만원 임대료는 53만원에 월세로 거래되었습니다.,서초구 우면동에 있는 2011년에 지어진 네이처힐가든 연립다세대은/는 5층 59.79m²(임대면적) 기준으로 보증금 3337만원 임대료는 53만원에 월세로 거래되었습니다.
전월세가,광진구 광장동에 있는 1990년에 지어진 현대3 아파트은/는 5층 59.67m²(임대면적) 기준으로 보증금 45000만원 임대료는 0만원에 전세로 거래되었습니다.,광진구 광장동에 있는 1990년에 지어진 현대3 아파트은/는 5층 59.67m²(임대면적) 기준으로 보증금 45000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,서초구 우면동에 있는 2011년에 지어진 네이처힐가든 연립다세대은/는 3층 59.79m²(임대면적) 기준으로 보증금 9313만원 임대료는 35만원에 월세로 거래되었습니다.,서초구 우면동에 있는 2011년에 지어진 네이처힐가든 연립다세대은/는 3층 59.79m²(임대면적) 기준으로 보증금 9313만원 임대료는 35만원에 월세로 거래되었습니다.
전월세가,강동구 천호동에 있는 2023년에 지어진 아스하임 연립다세대은/는 2층 29.07m²(임대면적) 기준으로 보증금 3000만원 임대료는 90만원에 월세로 거래되었습니다.,강동구 천호동에 있는 2023년에 지어진 아스하임 연립다세대은/는 2층 29.07m²(임대면적) 기준으로 보증금 3000만원 임대료는 90만원에 월세로 거래되었습니다.
전월세가,은평구 역촌동에 있는 2023년에 지어진 (1-12) 오피스텔은/는 8층 29.6m²(임대면적) 기준으로 보증금 23500만원 임대료는 0만원에 전세로 거래되었습니다.,은평구 역촌동에 있는 2023년에 지어진 (1-12) 오피스텔은/는 8층 29.6m²(임대면적) 기준으로 보증금 23500만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,양천구 신정동에 있는 2011년에 지어진 이펜하우스1단지 아파트은/는 8층 84.51m²(임대면적) 기준으로 보증금 21229만원 임대료는 0만원에 전세로 거래되었습니다.,양천구 신정동에 있는 2011년에 지어진 이펜하우스1단지 아파트은/는 8층 84.51m²(임대면적) 기준으로 보증금 21229만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,성동구 성수동2가에 있는 2017년에 지어진 (299-134) 오피스텔은/는 6층 39.78m²(임대면적) 기준으로 보증금 26985만원 임대료는 0만원에 전세로 거래되었습니다.,성동구 성수동2가에 있는 2017년에 지어진 (299-134) 오피스텔은/는 6층 39.78m²(임대면적) 기준으로 보증금 26985만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 구의동에 있는 1995년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 500만원 임대료는 35만원에 월세로 거래되었습니다.,광진구 구의동에 있는 1995년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 500만원 임대료는 35만원에 월세로 거래되었습니다.
전월세가,서초구 반포동에 있는 1984년에 지어진 강남원효성빌라 연립다세대은/는 1층 174.78m²(임대면적) 기준으로 보증금 114000만원 임대료는 0만원에 전세로 거래되었습니다.,서초구 반포동에 있는 1984년에 지어진 강남원효성빌라 연립다세대은/는 1층 174.78m²(임대면적) 기준으로 보증금 114000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,광진구 자양동에 있는 1991년에 지어진  단독다가구은/는 0층 16.55m²(임대면적) 기준으로 보증금 500만원 임대료는 30만원에 월세로 거래되었습니다.,광진구 자양동에 있는 1991년에 지어진  단독다가구은/는 0층 16.55m²(임대면적) 기준으로 보증금 500만원 임대료는 30만원에 월세로 거래되었습니다.
전월세가,강동구 상일동에 있는 2021년에 지어진 강동리엔파크14단지 아파트은/는 9층 36.87m²(임대면적) 기준으로 보증금 11141만원 임대료는 17만원에 월세로 거래되었습니다.,강동구 상일동에 있는 2021년에 지어진 강동리엔파크14단지 아파트은/는 9층 36.87m²(임대면적) 기준으로 보증금 11141만원 임대료는 17만원에 월세로 거래되었습니다.
전월세가,강남구 수서동에 있는 1992년에 지어진 신동아 아파트은/는 11층 49.96m²(임대면적) 기준으로 보증금 35000만원 임대료는 0만원에 전세로 거래되었습니다.,강남구 수서동에 있는 1992년에 지어진 신동아 아파트은/는 11층 49.96m²(임대면적) 기준으로 보증금 35000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,관악구 봉천동에 있는 2019년에 지어진 관전 G타워 오피스텔은/는 8층 19.76m²(임대면적) 기준으로 보증금 17000만원 임대료는 4만원에 월세로 거래되었습니다.,관악구 봉천동에 있는 2019년에 지어진 관전 G타워 오피스텔은/는 8층 19.76m²(임대면적) 기준으로 보증금 17000만원 임대료는 4만원에 월세로 거래되었습니다.
전월세가,관악구 신림동에 있는 2023년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 12000만원 임대료는 0만원에 전세로 거래되었습니다.,관악구 신림동에 있는 2023년에 지어진  단독다가구은/는 0층 18.0m²(임대면적) 기준으로 보증금 12000만원 임대료는 0만원에 전세로 거래되었습니다.
전월세가,종로구 내수동에 있는 2004년에 지어진 광화문시대 오피스텔은/는 18층 30.08m²(임대면적) 기준으로 보증금 1000만원 임대료는 79만원에 월세로 거래되었습니다.,종로구 내수동에 있는 2004년에 지어진 광화문시대 오피스텔은/는 18층 30.08m²(임대면적) 기준으로 보증금 1000만원 임대료는 79만원에 월세로 거래되었습니다.
